Prscrbr_NPI,Physician_Name,Specialty,City,State,Sales_Rep,Sales_Rep_Name,Territory,HCP_Tier,Target_Calls,Actual_Calls,Samples_Dropped
1001000452,Dr. David Jones,Pain Management,New York,NY,REP-H258,Hilda Conway,TERR-H02,2,9,7,4
1001000453,Dr. Linda Carter,Anesthesiology,Miami,FL,REP-H204,Hannah Bishop,TERR-H08,2,8,6,2
1001000454,Dr. Linda Thompson,Internal Medicine,Boston,MA,REP-H305,Henry Kensington,TERR-H01,2,2,2,0
1001000455,Dr. James Garcia,Pain Management,Jacksonville,FL,REP-H297,Hunter Gallagher,TERR-H05,2,4,3,0
1001000456,Dr. Lisa Allen,Pain Management,Nashville,TN,REP-H314,Hazel Kensington,TERR-H10,1,16,12,11
1001000457,Dr. Barbara Nguyen,Family Practice,Phoenix,AZ,REP-H377,Hunter Whitman,TERR-H01,3,5,3,1
1001000458,Dr. Lisa Gonzalez,Pain Management,Columbus,OH,REP-H224,Hannah Sinclair,TERR-H04,2,4,3,0
1001000459,Dr. Sandra Mitchell,Orthopedics,Nashville,TN,REP-H248,Harvey Conway,TERR-H04,2,8,5,1
1001000460,Dr. Betty Sanchez,Internal Medicine,New York,NY,REP-H129,Harrison Finch,TERR-H05,2,2,1,2
1001000461,Dr. Patricia Hill,Neurology,Seattle,WA,REP-H116,Hayden Vance,TERR-H04,2,9,7,3
1001000462,Dr. Margaret Allen,Anesthesiology,Portland,OR,REP-H200,Hattie Monroe,TERR-H04,1,16,5,1
1001000463,Dr. Stephanie Davis,Anesthesiology,Baltimore,MD,REP-H108,Harvey Vance,TERR-H08,1,16,12,8
1001000464,Dr. Karen White,Oncology,Phoenix,AZ,REP-H215,Homer Bishop,TERR-H07,2,13,10,11
1001000465,Dr. Deborah Moore,Pain Management,Boston,MA,REP-H194,Hazel Monroe,TERR-H10,2,5,2,3
1001000466,Dr. Thomas Garcia,Neurology,Philadelphia,PA,REP-H103,Howard Vance,TERR-H03,2,9,6,2
1001000467,Dr. Jessica Johnson,Oncology,Chicago,IL,REP-H361,Helen Whitman,TERR-H09,2,9,4,0
1001000468,Dr. Linda Lopez,Pain Management,Las Vegas,NV,REP-H216,Hayden Bishop,TERR-H08,2,5,3,3
1001000469,Dr. Sandra Wright,Oncology,Las Vegas,NV,REP-H236,Hayden Sinclair,TERR-H04,2,11,6,6
1001000470,Dr. Linda Rodriguez,Pain Management,Nashville,TN,REP-H126,Holly Finch,TERR-H02,3,6,5,6
1001000471,Dr. Laura Martin,Oncology,Baltimore,MD,REP-H301,Helen Kensington,TERR-H09,2,6,3,3
1001000472,Dr. John Adams,Neurology,Houston,TX,REP-H298,Hilda Gallagher,TERR-H06,2,6,4,0
1001000473,Dr. Linda Anderson,Oncology,Austin,TX,REP-H306,Holly Kensington,TERR-H02,2,9,7,8
1001000474,Dr. Dorothy Allen,Neurology,Baltimore,MD,REP-H266,Holly Mercer,TERR-H10,2,7,5,0
1001000475,Dr. Betty Sanchez,Oncology,Denver,CO,REP-H139,Holden Finch,TERR-H03,1,14,8,8
1001000476,Dr. Margaret Hill,Palliative Care,Chicago,IL,REP-H192,Hilary Monroe,TERR-H08,1,7,4,4
1001000477,Dr. Stephanie Martin,Neurology,Nashville,TN,REP-H221,Helen Sinclair,TERR-H01,2,8,6,2
1001000478,Dr. Emily Taylor,Pain Management,Detroit,MI,REP-H252,Hilary Conway,TERR-H08,2,6,4,2
1001000479,Dr. Robert Carter,Oncology,Denver,CO,REP-H384,Hannah Carrington,TERR-H08,2,10,9,3
1001000480,Dr. Lisa Wright,Oncology,Jacksonville,FL,REP-H131,Hugh Finch,TERR-H07,2,6,3,1
1001000481,Dr. James Jones,Oncology,Austin,TX,REP-H254,Hazel Conway,TERR-H10,2,4,4,2
1001000482,Dr. Joseph Johnson,Oncology,Miami,FL,REP-H293,Hector Gallagher,TERR-H01,2,9,6,4
1001000483,Dr. Donna Nelson,Pain Management,Chicago,IL,REP-H258,Hilda Conway,TERR-H02,2,11,6,4
1001000484,Dr. Joseph Martin,Pain Management,Atlanta,GA,REP-H149,Harrison Sterling,TERR-H01,2,11,8,7
1001000485,Dr. Dorothy Hernandez,Oncology,Miami,FL,REP-H267,Heather Mercer,TERR-H11,2,5,4,4
1001000486,Dr. Joseph Nguyen,Anesthesiology,Los Angeles,CA,REP-H177,Hunter Hayes,TERR-H05,2,6,4,4
1001000487,Dr. Rebecca Thomas,Internal Medicine,Charlotte,NC,REP-H337,Hunter Thornton,TERR-H09,1,10,5,5
1001000488,Dr. Laura Campbell,Internal Medicine,Las Vegas,NV,REP-H171,Hugh Hayes,TERR-H11,3,3,1,1
1001000489,Dr. Mary Lewis,Palliative Care,Detroit,MI,REP-H232,Hilary Sinclair,TERR-H12,2,7,4,3
1001000490,Dr. Melissa Johnson,Oncology,Jacksonville,FL,REP-H120,Hattie Vance,TERR-H08,2,8,5,0
1001000491,Dr. Nancy Clark,Pain Management,Los Angeles,CA,REP-H263,Howard Mercer,TERR-H07,2,8,4,3
1001000492,Dr. Linda Martin,Palliative Care,Baltimore,MD,REP-H117,Hunter Vance,TERR-H05,2,7,5,3
1001000493,Dr. Betty Green,Oncology,Nashville,TN,REP-H278,Hilda Mercer,TERR-H10,1,7,5,3
1001000494,Dr. Betty Young,Pain Management,Charlotte,NC,REP-H387,Heather Carrington,TERR-H11,2,12,10,8
1001000495,Dr. John Hill,Family Practice,New York,NY,REP-H135,Homer Finch,TERR-H11,2,4,1,0
1001000496,Dr. Lisa Hernandez,Palliative Care,Denver,CO,REP-H147,Heather Sterling,TERR-H11,2,9,5,4
1001000497,Dr. David Perez,Palliative Care,Jacksonville,FL,REP-H212,Hilary Bishop,TERR-H04,2,6,6,5
1001000498,Dr. William Flores,Oncology,Baltimore,MD,REP-H192,Hilary Monroe,TERR-H08,2,5,4,0
1001000499,Dr. David Hall,Anesthesiology,Nashville,TN,REP-H164,Hannah Hayes,TERR-H04,2,4,2,2
1001000500,Dr. Karen Smith,Pain Management,Chicago,IL,REP-H308,Harvey Kensington,TERR-H04,3,3,3,1
1001000501,Dr. Barbara Miller,Anesthesiology,Houston,TX,REP-H340,Hattie Thornton,TERR-H12,2,13,6,7
1001000502,Dr. Margaret Baker,Orthopedics,Houston,TX,REP-H157,Hunter Sterling,TERR-H09,2,9,8,6
1001000503,Dr. John Miller,Pain Management,Houston,TX,REP-H222,Harold Sinclair,TERR-H02,2,10,9,8
1001000504,Dr. Thomas Smith,Anesthesiology,Houston,TX,REP-H280,Hattie Mercer,TERR-H12,2,9,6,3
1001000505,Dr. Stephanie Adams,Neurology,Atlanta,GA,REP-H155,Homer Sterling,TERR-H07,2,4,3,3
1001000506,Dr. Sarah Nguyen,Pain Management,Baltimore,MD,REP-H156,Hayden Sterling,TERR-H08,2,12,9,5
1001000507,Dr. Betty Harris,Oncology,Atlanta,GA,REP-H246,Holly Conway,TERR-H02,1,16,10,9
1001000508,Dr. Betty Smith,Neurology,Miami,FL,REP-H230,Hope Sinclair,TERR-H10,2,6,5,2
1001000509,Dr. Michael Gonzalez,Internal Medicine,Columbus,OH,REP-H234,Hazel Sinclair,TERR-H02,1,10,8,0
1001000510,Dr. Nancy Wilson,Oncology,Phoenix,AZ,REP-H124,Hannah Finch,TERR-H12,2,5,5,6
1001000511,Dr. Patricia Anderson,Oncology,Charlotte,NC,REP-H313,Hector Kensington,TERR-H09,2,11,9,2
1001000512,Dr. Dorothy Robinson,Emergency Medicine,Detroit,MI,REP-H143,Howard Sterling,TERR-H07,2,7,6,0
1001000513,Dr. Charles Lopez,Palliative Care,Charlotte,NC,REP-H242,Harold Conway,TERR-H10,2,7,5,6
1001000514,Dr. Donna Torres,Pain Management,Seattle,WA,REP-H103,Howard Vance,TERR-H03,2,13,9,3
1001000515,Dr. Barbara Wilson,Internal Medicine,Phoenix,AZ,REP-H155,Homer Sterling,TERR-H07,2,7,3,4
1001000516,Dr. Elizabeth Mitchell,Family Practice,New York,NY,REP-H188,Harvey Monroe,TERR-H04,1,7,6,5
1001000517,Dr. Emily Brown,Orthopedics,Philadelphia,PA,REP-H369,Harrison Whitman,TERR-H05,3,2,2,2
1001000518,Dr. Emily Martin,Pain Management,Denver,CO,REP-H135,Homer Finch,TERR-H11,2,7,5,0
1001000519,Dr. Elizabeth Davis,Pain Management,Charlotte,NC,REP-H285,Henry Gallagher,TERR-H05,3,6,5,1
1001000520,Dr. Sharon Hill,Emergency Medicine,Chicago,IL,REP-H270,Hope Mercer,TERR-H02,2,3,2,1
1001000521,Dr. Susan Harris,Orthopedics,Nashville,TN,REP-H168,Harvey Hayes,TERR-H08,2,3,2,0
1001000522,Dr. Carol Moore,Oncology,Las Vegas,NV,REP-H374,Hazel Whitman,TERR-H10,2,8,7,3
1001000523,Dr. John Adams,Anesthesiology,Nashville,TN,REP-H335,Homer Thornton,TERR-H07,2,6,5,3
1001000524,Dr. Richard Wright,Oncology,Charlotte,NC,REP-H169,Harrison Hayes,TERR-H09,2,12,8,5
1001000525,Dr. William Wilson,Neurology,New York,NY,REP-H247,Heather Conway,TERR-H03,3,3,2,0
1001000526,Dr. Jennifer Hill,Pain Management,Nashville,TN,REP-H347,Heather Blackwood,TERR-H07,1,12,7,7
1001000527,Dr. Lisa Allen,Oncology,New York,NY,REP-H340,Hattie Thornton,TERR-H12,2,13,10,3
1001000528,Dr. Elizabeth Young,Pain Management,Denver,CO,REP-H304,Hannah Kensington,TERR-H12,2,9,8,9
1001000529,Dr. Lisa Scott,Oncology,Boston,MA,REP-H324,Hannah Thornton,TERR-H08,2,3,2,1
1001000530,Dr. Lisa Moore,Oncology,Baltimore,MD,REP-H204,Hannah Bishop,TERR-H08,3,8,5,5
1001000531,Dr. Sarah Green,Family Practice,Columbus,OH,REP-H164,Hannah Hayes,TERR-H04,2,7,5,0
1001000532,Dr. Richard Rivera,Anesthesiology,Philadelphia,PA,REP-H223,Howard Sinclair,TERR-H03,2,10,9,7
1001000533,Dr. Donna Ramirez,Orthopedics,Philadelphia,PA,REP-H286,Holly Gallagher,TERR-H06,2,5,3,3
1001000534,Dr. Elizabeth Johnson,Oncology,Jacksonville,FL,REP-H375,Homer Whitman,TERR-H11,2,4,3,0
1001000535,Dr. Patricia Anderson,Oncology,Phoenix,AZ,REP-H108,Harvey Vance,TERR-H08,3,3,2,1
1001000536,Dr. Richard Martinez,Pain Management,Columbus,OH,REP-H155,Homer Sterling,TERR-H07,1,16,14,11
1001000537,Dr. James Davis,Anesthesiology,Chicago,IL,REP-H312,Hilary Kensington,TERR-H08,2,7,6,5
1001000538,Dr. Sarah Baker,Oncology,Los Angeles,CA,REP-H356,Hayden Blackwood,TERR-H04,2,4,3,4
1001000539,Dr. Donna Davis,Pain Management,Las Vegas,NV,REP-H297,Hunter Gallagher,TERR-H05,1,16,12,4
1001000540,Dr. Carol Martinez,Orthopedics,Houston,TX,REP-H300,Hattie Gallagher,TERR-H08,3,5,4,2
1001000541,Dr. Stephanie Nelson,Pain Management,Denver,CO,REP-H161,Helen Hayes,TERR-H01,2,11,7,7
1001000542,Dr. Betty Anderson,Anesthesiology,Miami,FL,REP-H167,Heather Hayes,TERR-H07,2,9,8,5
1001000543,Dr. Emily Wilson,Anesthesiology,Phoenix,AZ,REP-H208,Harvey Bishop,TERR-H12,1,10,9,10
1001000544,Dr. Emily Garcia,Pain Management,Nashville,TN,REP-H191,Hugh Monroe,TERR-H07,1,16,10,10
1001000545,Dr. Joseph Lee,Neurology,Los Angeles,CA,REP-H311,Hugh Kensington,TERR-H07,2,4,4,2
1001000546,Dr. Lisa Garcia,Oncology,Atlanta,GA,REP-H139,Holden Finch,TERR-H03,1,16,13,7
1001000547,Dr. Robert Perez,Neurology,Denver,CO,REP-H220,Hattie Bishop,TERR-H12,2,5,2,2
1001000548,Dr. Karen Wright,Pain Management,Portland,OR,REP-H136,Hayden Finch,TERR-H12,2,12,7,4
1001000549,Dr. Jennifer Perez,Emergency Medicine,Portland,OR,REP-H306,Holly Kensington,TERR-H02,1,8,4,1
1001000550,Dr. Robert Adams,Neurology,Miami,FL,REP-H344,Hannah Blackwood,TERR-H04,2,4,3,3
1001000551,Dr. James Robinson,Pain Management,Austin,TX,REP-H124,Hannah Finch,TERR-H12,2,5,2,1
1001000552,Dr. Richard Mitchell,Psychiatry,Austin,TX,REP-H372,Hilary Whitman,TERR-H08,2,2,1,0
1001000553,Dr. Mary Thompson,Internal Medicine,Nashville,TN,REP-H365,Henry Whitman,TERR-H01,1,4,4,1
1001000554,Dr. Sharon King,Pain Management,Denver,CO,REP-H203,Howard Bishop,TERR-H07,2,6,5,0
1001000555,Dr. Rebecca White,Oncology,Philadelphia,PA,REP-H248,Harvey Conway,TERR-H04,2,11,8,5
1001000556,Dr. Laura Mitchell,Pain Management,Austin,TX,REP-H169,Harrison Hayes,TERR-H09,2,9,7,6
1001000557,Dr. Amanda Nguyen,Palliative Care,Austin,TX,REP-H145,Henry Sterling,TERR-H09,2,11,9,9
1001000558,Dr. Kathleen Hernandez,Anesthesiology,Jacksonville,FL,REP-H122,Harold Finch,TERR-H10,2,8,6,0
1001000559,Dr. Betty Taylor,Pain Management,Boston,MA,REP-H283,Howard Gallagher,TERR-H03,1,14,13,3
1001000560,Dr. Sarah Hill,Pain Management,Miami,FL,REP-H328,Harvey Thornton,TERR-H12,2,16,11,7
1001000561,Dr. Jessica Allen,Orthopedics,Philadelphia,PA,REP-H211,Hugh Bishop,TERR-H03,2,12,8,7
1001000562,Dr. Lisa Carter,Palliative Care,Los Angeles,CA,REP-H175,Homer Hayes,TERR-H03,1,15,12,9
1001000563,Dr. Kimberly Carter,Pain Management,Las Vegas,NV,REP-H255,Homer Conway,TERR-H11,2,6,4,3
1001000564,Dr. Kimberly Carter,Family Practice,Portland,OR,REP-H226,Holly Sinclair,TERR-H06,2,3,1,1
1001000565,Dr. Donna Jackson,Psychiatry,Boston,MA,REP-H161,Helen Hayes,TERR-H01,3,2,2,1
1001000566,Dr. Laura Rivera,Anesthesiology,Detroit,MI,REP-H177,Hunter Hayes,TERR-H05,2,5,2,1
1001000567,Dr. Elizabeth Hall,Pain Management,Denver,CO,REP-H319,Holden Kensington,TERR-H03,1,16,12,2
1001000568,Dr. Kimberly Sanchez,Anesthesiology,Seattle,WA,REP-H269,Harrison Mercer,TERR-H01,3,2,2,0
1001000569,Dr. Mary Ramirez,Oncology,New York,NY,REP-H150,Hope Sterling,TERR-H02,2,13,12,9
1001000570,Dr. Susan Torres,Palliative Care,Boston,MA,REP-H281,Helen Gallagher,TERR-H01,2,11,8,1
1001000571,Dr. Jessica Torres,Family Practice,Atlanta,GA,REP-H144,Hannah Sterling,TERR-H08,2,7,5,0
1001000572,Dr. Donna Baker,Anesthesiology,Columbus,OH,REP-H235,Homer Sinclair,TERR-H03,2,9,5,6
1001000573,Dr. Laura Brown,Pain Management,Philadelphia,PA,REP-H218,Hilda Bishop,TERR-H10,1,11,10,11
1001000574,Dr. Margaret Clark,Internal Medicine,Philadelphia,PA,REP-H324,Hannah Thornton,TERR-H08,1,8,4,5
1001000575,Dr. Joseph Hall,Internal Medicine,Boston,MA,REP-H358,Hilda Blackwood,TERR-H06,1,6,4,5
1001000576,Dr. Melissa Hall,Pain Management,Atlanta,GA,REP-H116,Hayden Vance,TERR-H04,2,15,13,0
1001000577,Dr. Susan Harris,Anesthesiology,Phoenix,AZ,REP-H133,Hector Finch,TERR-H09,2,13,8,1
1001000578,Dr. Patricia Lewis,Pain Management,Seattle,WA,REP-H120,Hattie Vance,TERR-H08,2,12,10,0
1001000579,Dr. Laura Lewis,Palliative Care,Philadelphia,PA,REP-H170,Hope Hayes,TERR-H10,2,11,7,5
1001000580,Dr. Jessica Wilson,Oncology,Seattle,WA,REP-H291,Hugh Gallagher,TERR-H11,3,3,2,3
1001000581,Dr. Michelle Rivera,Oncology,Detroit,MI,REP-H314,Hazel Kensington,TERR-H10,2,7,6,0
1001000582,Dr. Laura Nguyen,Pain Management,Seattle,WA,REP-H291,Hugh Gallagher,TERR-H11,2,16,12,13
1001000583,Dr. Charles Robinson,Oncology,Columbus,OH,REP-H123,Howard Finch,TERR-H11,1,14,6,3
1001000584,Dr. Jessica Robinson,Pain Management,Philadelphia,PA,REP-H217,Hunter Bishop,TERR-H09,2,10,7,6
1001000585,Dr. Kimberly Anderson,Internal Medicine,Phoenix,AZ,REP-H381,Helen Carrington,TERR-H05,3,2,2,0
1001000586,Dr. Nancy Young,Oncology,Baltimore,MD,REP-H302,Harold Kensington,TERR-H10,3,2,1,2
1001000587,Dr. James White,Pain Management,Boston,MA,REP-H152,Hilary Sterling,TERR-H04,1,16,10,1
1001000588,Dr. John Young,Anesthesiology,Nashville,TN,REP-H113,Hector Vance,TERR-H01,3,7,5,0
1001000589,Dr. Kimberly Hill,Pain Management,Nashville,TN,REP-H274,Hazel Mercer,TERR-H06,2,9,7,1
1001000590,Dr. Linda Anderson,Pain Management,Houston,TX,REP-H107,Heather Vance,TERR-H07,2,9,6,7
1001000591,Dr. Mary Lopez,Neurology,Miami,FL,REP-H231,Hugh Sinclair,TERR-H11,2,9,6,4
1001000592,Dr. John Anderson,Anesthesiology,Boston,MA,REP-H275,Homer Mercer,TERR-H07,3,3,2,3
1001000593,Dr. James Jones,Internal Medicine,Chicago,IL,REP-H372,Hilary Whitman,TERR-H08,2,3,2,1
1001000594,Dr. Kimberly Anderson,Oncology,Austin,TX,REP-H335,Homer Thornton,TERR-H07,3,2,1,1
1001000595,Dr. Melissa Clark,Oncology,Los Angeles,CA,REP-H108,Harvey Vance,TERR-H08,2,11,8,4
1001000596,Dr. Barbara Johnson,Pain Management,Jacksonville,FL,REP-H281,Helen Gallagher,TERR-H01,3,5,2,2
1001000597,Dr. Betty Perez,Internal Medicine,Charlotte,NC,REP-H238,Hilda Sinclair,TERR-H06,2,10,5,5
1001000598,Dr. Kimberly Rivera,Anesthesiology,Houston,TX,REP-H195,Homer Monroe,TERR-H11,2,8,4,4
1001000599,Dr. Michael Taylor,Palliative Care,Miami,FL,REP-H127,Heather Finch,TERR-H03,2,8,6,7
1001000600,Dr. Karen Torres,Anesthesiology,Portland,OR,REP-H150,Hope Sterling,TERR-H02,2,8,6,1
1001000601,Dr. Charles Davis,Pain Management,New York,NY,REP-H266,Holly Mercer,TERR-H10,2,11,6,3
1001000602,Dr. Michael Taylor,Palliative Care,Las Vegas,NV,REP-H295,Homer Gallagher,TERR-H03,2,7,5,1
1001000603,Dr. Jessica Davis,Pain Management,Philadelphia,PA,REP-H306,Holly Kensington,TERR-H02,2,7,6,7
1001000604,Dr. Ashley Rivera,Palliative Care,Denver,CO,REP-H295,Homer Gallagher,TERR-H03,1,12,10,3
1001000605,Dr. Susan Smith,Pain Management,Chicago,IL,REP-H268,Harvey Mercer,TERR-H12,3,4,3,2
1001000606,Dr. Linda Hill,Orthopedics,Austin,TX,REP-H338,Hilda Thornton,TERR-H10,1,13,12,10
1001000607,Dr. Kimberly Campbell,Anesthesiology,Philadelphia,PA,REP-H260,Hattie Conway,TERR-H04,2,10,8,5
1001000608,Dr. Jessica Rodriguez,Family Practice,Los Angeles,CA,REP-H329,Harrison Thornton,TERR-H01,2,3,2,3
1001000609,Dr. Jennifer Garcia,Pain Management,Columbus,OH,REP-H142,Harold Sterling,TERR-H06,2,11,3,1
1001000610,Dr. Carol Jones,Oncology,Seattle,WA,REP-H323,Howard Thornton,TERR-H07,2,10,7,2
1001000611,Dr. Laura White,Neurology,Nashville,TN,REP-H117,Hunter Vance,TERR-H05,2,5,3,2
1001000612,Dr. Nancy Rodriguez,Pain Management,Los Angeles,CA,REP-H157,Hunter Sterling,TERR-H09,2,12,9,6
1001000613,Dr. Sarah Lewis,Internal Medicine,Portland,OR,REP-H119,Holden Vance,TERR-H07,2,10,8,2
1001000614,Dr. William Martin,Oncology,Nashville,TN,REP-H114,Hazel Vance,TERR-H02,1,16,12,0
1001000615,Dr. Betty White,Oncology,Baltimore,MD,REP-H264,Hannah Mercer,TERR-H08,2,9,8,2
1001000616,Dr. Michelle Green,Anesthesiology,Philadelphia,PA,REP-H322,Harold Thornton,TERR-H06,2,12,9,2
1001000617,Dr. John Smith,Palliative Care,Nashville,TN,REP-H351,Hugh Blackwood,TERR-H11,2,10,8,8
1001000618,Dr. Melissa Thompson,Neurology,Chicago,IL,REP-H199,Holden Monroe,TERR-H03,2,6,3,3
1001000619,Dr. Kimberly Taylor,Pain Management,Baltimore,MD,REP-H380,Hattie Whitman,TERR-H04,2,5,3,0
1001000620,Dr. Nancy Mitchell,Pain Management,Baltimore,MD,REP-H279,Holden Mercer,TERR-H11,2,6,5,2
1001000621,Dr. Dorothy Wright,Neurology,Seattle,WA,REP-H320,Hattie Kensington,TERR-H04,2,4,2,3
1001000622,Dr. Barbara Lee,Palliative Care,Los Angeles,CA,REP-H242,Harold Conway,TERR-H10,2,5,3,2
1001000623,Dr. Sandra Perez,Internal Medicine,Los Angeles,CA,REP-H383,Howard Carrington,TERR-H07,2,6,4,2
1001000624,Dr. William Martin,Palliative Care,Austin,TX,REP-H339,Holden Thornton,TERR-H11,3,6,3,4
1001000625,Dr. Kathleen Flores,Pain Management,Jacksonville,FL,REP-H229,Harrison Sinclair,TERR-H09,2,11,10,7
1001000626,Dr. Amanda Thompson,Pain Management,Seattle,WA,REP-H192,Hilary Monroe,TERR-H08,2,12,5,2
1001000627,Dr. Donna Allen,Anesthesiology,Las Vegas,NV,REP-H207,Heather Bishop,TERR-H11,2,12,8,8
1001000628,Dr. Sandra Nguyen,Internal Medicine,Los Angeles,CA,REP-H221,Helen Sinclair,TERR-H01,3,2,1,1
1001000629,Dr. Joseph Rodriguez,Pain Management,Miami,FL,REP-H105,Henry Vance,TERR-H05,3,6,3,2
1001000630,Dr. Margaret Johnson,Pain Management,Philadelphia,PA,REP-H180,Hattie Hayes,TERR-H08,2,7,6,7
1001000631,Dr. Robert White,Internal Medicine,Charlotte,NC,REP-H279,Holden Mercer,TERR-H11,2,2,1,0
1001000632,Dr. Robert White,Palliative Care,Charlotte,NC,REP-H311,Hugh Kensington,TERR-H07,2,7,4,1
1001000633,Dr. Nancy White,Pain Management,Denver,CO,REP-H327,Heather Thornton,TERR-H11,2,13,7,1
1001000634,Dr. Amanda Lee,Internal Medicine,Columbus,OH,REP-H220,Hattie Bishop,TERR-H12,2,7,5,1
1001000635,Dr. Charles Johnson,Orthopedics,Philadelphia,PA,REP-H246,Holly Conway,TERR-H02,3,7,6,4
1001000636,Dr. Rebecca Carter,Oncology,Baltimore,MD,REP-H318,Hilda Kensington,TERR-H02,2,7,6,6
1001000637,Dr. Karen Lewis,Internal Medicine,Atlanta,GA,REP-H191,Hugh Monroe,TERR-H07,2,10,7,1
1001000638,Dr. Nancy Thomas,Pain Management,Boston,MA,REP-H341,Helen Blackwood,TERR-H01,3,6,5,4
1001000639,Dr. Margaret Lopez,Internal Medicine,Detroit,MI,REP-H329,Harrison Thornton,TERR-H01,1,15,12,6
1001000640,Dr. Robert Perez,Internal Medicine,Denver,CO,REP-H141,Helen Sterling,TERR-H05,2,5,3,4
1001000641,Dr. Robert Torres,Pain Management,Seattle,WA,REP-H240,Hattie Sinclair,TERR-H08,3,7,6,7
1001000642,Dr. Margaret Allen,Palliative Care,Portland,OR,REP-H250,Hope Conway,TERR-H06,1,14,10,3
1001000643,Dr. Amanda Sanchez,Palliative Care,Philadelphia,PA,REP-H325,Henry Thornton,TERR-H09,2,6,3,3
1001000644,Dr. Betty Miller,Anesthesiology,Nashville,TN,REP-H260,Hattie Conway,TERR-H04,1,16,13,8
1001000645,Dr. Barbara Thomas,Pain Management,Chicago,IL,REP-H168,Harvey Hayes,TERR-H08,2,15,8,7
1001000646,Dr. Margaret Taylor,Family Practice,Las Vegas,NV,REP-H182,Harold Monroe,TERR-H10,3,2,1,0
1001000647,Dr. Donna Jones,Family Practice,Denver,CO,REP-H307,Heather Kensington,TERR-H03,2,5,3,2
1001000648,Dr. Charles Ramirez,Neurology,Seattle,WA,REP-H205,Henry Bishop,TERR-H09,2,6,5,3
1001000649,Dr. William Allen,Neurology,Portland,OR,REP-H161,Helen Hayes,TERR-H01,2,7,6,6
1001000650,Dr. Kimberly Hall,Pain Management,Phoenix,AZ,REP-H183,Howard Monroe,TERR-H11,2,8,7,4
1001000651,Dr. Donna Sanchez,Pain Management,Baltimore,MD,REP-H210,Hope Bishop,TERR-H02,2,11,6,5
1001000652,Dr. Thomas Rodriguez,Neurology,Denver,CO,REP-H258,Hilda Conway,TERR-H02,2,8,7,7
1001000653,Dr. Margaret Garcia,Pain Management,Miami,FL,REP-H115,Homer Vance,TERR-H03,2,3,2,0
1001000654,Dr. Donna Carter,Family Practice,Denver,CO,REP-H165,Henry Hayes,TERR-H05,2,2,1,0
1001000655,Dr. Susan Green,Pain Management,Las Vegas,NV,REP-H167,Heather Hayes,TERR-H07,2,9,5,4
1001000656,Dr. Ashley Jackson,Anesthesiology,Denver,CO,REP-H159,Holden Sterling,TERR-H11,2,10,9,9
1001000657,Dr. Robert Jackson,Anesthesiology,New York,NY,REP-H114,Hazel Vance,TERR-H02,2,10,7,8
1001000658,Dr. Susan Adams,Palliative Care,Portland,OR,REP-H137,Hunter Finch,TERR-H01,3,4,4,2
1001000659,Dr. Ashley Jones,Emergency Medicine,New York,NY,REP-H218,Hilda Bishop,TERR-H10,2,4,3,2
1001000660,Dr. Kathleen Green,Orthopedics,Jacksonville,FL,REP-H281,Helen Gallagher,TERR-H01,2,3,2,3
1001000661,Dr. Richard Taylor,Oncology,Austin,TX,REP-H326,Holly Thornton,TERR-H10,3,5,4,4
1001000662,Dr. Sandra Lee,Oncology,Chicago,IL,REP-H251,Hugh Conway,TERR-H07,2,10,9,6
1001000663,Dr. Donna Lee,Palliative Care,Las Vegas,NV,REP-H142,Harold Sterling,TERR-H06,2,12,11,7
1001000664,Dr. Deborah Brown,Family Practice,Nashville,TN,REP-H102,Harold Vance,TERR-H02,2,2,1,0
1001000665,Dr. Michelle Lopez,Orthopedics,New York,NY,REP-H110,Hope Vance,TERR-H10,2,6,3,4
1001000666,Dr. Carol Allen,Oncology,Austin,TX,REP-H361,Helen Whitman,TERR-H09,1,15,13,4
1001000667,Dr. Linda Lewis,Oncology,Charlotte,NC,REP-H244,Hannah Conway,TERR-H12,2,11,8,4
1001000668,Dr. Jennifer Taylor,Internal Medicine,Columbus,OH,REP-H290,Hope Gallagher,TERR-H10,2,4,3,3
1001000669,Dr. Laura Jones,Family Practice,Nashville,TN,REP-H194,Hazel Monroe,TERR-H10,1,5,4,4
1001000670,Dr. Amanda Wright,Internal Medicine,Philadelphia,PA,REP-H195,Homer Monroe,TERR-H11,1,11,8,0
1001000671,Dr. Carol Ramirez,Pain Management,Las Vegas,NV,REP-H284,Hannah Gallagher,TERR-H04,2,5,4,4
1001000672,Dr. Joseph Nelson,Pain Management,Miami,FL,REP-H241,Helen Conway,TERR-H09,3,2,1,2
1001000673,Dr. Susan Wilson,Oncology,Philadelphia,PA,REP-H141,Helen Sterling,TERR-H05,2,10,6,7
1001000674,Dr. Ashley Hill,Palliative Care,Charlotte,NC,REP-H144,Hannah Sterling,TERR-H08,2,4,3,2
1001000675,Dr. Donna Rodriguez,Internal Medicine,Miami,FL,REP-H145,Henry Sterling,TERR-H09,2,3,2,0
1001000676,Dr. Rebecca Johnson,Neurology,Atlanta,GA,REP-H162,Harold Hayes,TERR-H02,1,13,9,2
1001000677,Dr. Joseph Thompson,Oncology,Los Angeles,CA,REP-H268,Harvey Mercer,TERR-H12,2,11,5,3
1001000678,Dr. William Young,Oncology,Jacksonville,FL,REP-H138,Hilda Finch,TERR-H02,2,7,5,1
